tabla,fila,campo,valor,error
Inventario_Sedes,265,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,269,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,271,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,275,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,276,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,277,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,278,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,279,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,281,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,282,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,283,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,284,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,285,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,286,cantidad_total,-1,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,287,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,288,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,289,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,291,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,292,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,293,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,297,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,301,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,302,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,305,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,306,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,309,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,310,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,312,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,315,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,316,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,317,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,318,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,319,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,320,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,322,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,325,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,328,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,331,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,332,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,335,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,336,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,338,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,339,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
